,id,host_id,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,nightly_price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_stays,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,date_host_since,date_first_review,date_last_review
6018,29280124,7929532,,,False,Mission Beach,1,True,False,Mission Beach,Condominium,Entire home/apt,4,1.0,2,4,240.0,0.0,125.0,4,7,1125,2,4,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-08-04,2019-06-15,2019-07-12
6019,34788052,190148688,within a day,100.0,False,Del Mar Heights,1,True,False,Del Mar Heights,Townhouse,Entire home/apt,4,2.0,3,4,240.0,300.0,200.0,1,7,17,2,4,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2018-05-17,2019-07-02,2019-08-10
6020,19504543,21095453,within an hour,100.0,True,Ocean Beach,1,True,True,Ocean Beach,Condominium,Entire home/apt,4,1.0,1,2,279.0,350.0,105.0,4,6,1125,53,106,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2014-09-08,2017-07-04,2019-08-08
6021,28071444,996946,,,True,Sorrento Valley,2,True,True,Sorrento Valley,House,Private room,4,1.0,1,2,55.0,500.0,125.0,2,30,1125,12,24,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2011-08-20,2018-09-17,2019-02-17
6024,35191030,87351322,within an hour,100.0,False,Marina,1,True,False,Marina,Loft,Entire home/apt,4,1.0,0,1,550.0,100.0,0.0,1,3,1125,1,2,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2016-08-01,2019-07-21,2019-07-21
6025,15760574,37408526,,,False,,1,True,True,Marina,Other,Entire home/apt,4,1.0,1,2,97.0,150.0,100.0,2,17,1125,48,96,92,10,9,9,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2015-07-03,2016-11-04,2017-11-08
6026,19251264,12297556,within a few hours,100.0,False,Allied Gardens,3,True,True,Allied Gardens,Apartment,Entire home/apt,4,1.0,1,3,58.0,5000.0,0.0,2,28,1125,3,6,87,7,9,9,10,9,9,False,False,False,strict_14_with_grace_period,False,False,2014-02-16,2019-01-04,2019-06-30
6030,34601693,2920241,within an hour,100.0,True,Golden Hill,2,True,True,Golden Hill,House,Entire home/apt,4,1.0,2,3,399.0,0.0,75.0,4,4,29,5,10,88,9,9,10,10,9,8,False,False,False,strict_14_with_grace_period,False,False,2012-07-12,2019-07-07,2019-08-04
6031,1717642,6934650,within an hour,100.0,False,Midtown,7,True,True,Midtown,House,Entire home/apt,4,1.5,2,2,225.0,0.0,140.0,4,7,365,19,38,98,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-06-16,2017-01-02,2019-07-21
6032,25968794,19419089,within a few hours,100.0,False,,1,True,True,East Village,Condominium,Entire home/apt,4,2.0,2,2,525.0,120.0,30.0,3,3,5,3,6,100,10,10,10,10,9,9,False,False,False,flexible,False,False,2014-08-04,2018-07-22,2019-07-21
6033,23647247,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,1,259.0,0.0,184.0,1,6,28,3,6,93,10,10,10,9,10,9,False,True,False,super_strict_60,False,False,2015-07-02,2018-11-27,2019-02-19
6035,7143778,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,387.0,0.0,194.0,1,4,28,3,6,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2018-03-22,2019-06-28
6036,4204480,20148399,within an hour,100.0,False,North Park,2,True,True,North Park,Bungalow,Entire home/apt,4,1.0,1,2,500.0,0.0,60.0,2,3,28,24,48,99,10,9,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2014-08-17,2015-11-04,2018-07-22
6037,4983483,25689703,within a few hours,100.0,True,La Jolla,2,True,True,La Jolla,Bungalow,Entire home/apt,4,1.0,2,3,300.0,800.0,135.0,1,5,60,27,54,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2015-01-06,2016-06-08,2019-08-06
6040,12024474,45554153,within an hour,100.0,True,,2,True,True,La Jolla,House,Entire home/apt,4,1.5,2,2,300.0,1000.0,200.0,4,5,1125,46,92,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-10-01,2016-07-08,2019-07-17
6041,18041607,8440489,within a few hours,100.0,False,,1,True,False,Mission Beach,Condominium,Entire home/apt,4,2.0,2,3,500.0,500.0,175.0,1,3,1125,2,4,100,10,10,10,10,10,8,False,False,False,strict_14_with_grace_period,False,False,2013-08-26,2019-06-23,2019-07-06
6044,23381622,90137743,within an hour,100.0,True,Mission Beach,3,True,False,Mission Beach,Guesthouse,Entire home/apt,4,1.0,1,2,500.0,300.0,150.0,4,3,7,6,12,97,10,9,10,10,9,9,False,True,False,moderate,False,False,2016-08-15,2018-03-18,2018-08-05
6047,16055998,51464175,within an hour,100.0,False,Bay Park,1,True,False,Bay Park,House,Entire home/apt,4,2.0,3,2,299.0,1000.0,175.0,1,5,14,3,6,100,10,8,8,10,10,8,False,False,False,strict_14_with_grace_period,False,False,2015-12-15,2016-11-30,2019-08-03
6048,27417566,6854175,within an hour,88.0,True,,1,True,False,Mission Beach,House,Entire home/apt,4,1.0,2,2,298.0,150.0,200.0,1,5,1125,42,84,97,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-06-11,2018-08-20,2019-08-11
6049,25892436,55314250,within an hour,90.0,False,Mission Beach,9,True,False,Mission Beach,Apartment,Entire home/apt,4,1.0,2,3,295.0,0.0,185.0,1,5,90,16,32,93,10,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-01-19,2018-07-22,2019-07-26
6051,7146462,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,3,361.0,0.0,194.0,1,4,28,2,4,100,10,10,9,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2018-09-04,2019-05-27
6052,7578201,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,3,361.0,0.0,194.0,1,4,28,13,26,94,9,10,9,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2016-06-26,2019-05-28
6053,9369853,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,361.0,0.0,194.0,1,4,28,4,8,80,8,8,10,9,10,8,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2016-04-30,2017-11-06
6054,9369888,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,361.0,0.0,194.0,1,4,28,4,8,100,10,10,9,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2019-04-19,2019-06-05
6055,9369925,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,3,361.0,0.0,194.0,1,4,28,3,6,93,9,9,9,8,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2016-10-03,2019-04-07
6056,9369631,37353287,within an hour,99.0,False,Pacific Beach,61,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,3,239.0,0.0,184.0,1,6,28,16,32,93,9,9,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-07-02,2016-06-30,2019-08-02
6057,5346910,1109547,within an hour,100.0,False,Mission Beach,1,True,False,Mission Beach,Bungalow,Entire home/apt,4,1.0,2,2,200.0,0.0,150.0,4,7,1125,9,18,95,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2011-09-04,2015-06-19,2019-07-13
6059,22546743,3152385,within a few hours,90.0,False,Pacific Beach,1,True,True,Pacific Beach,Apartment,Entire home/apt,4,1.0,1,4,200.0,150.0,150.0,4,7,90,2,4,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2012-08-03,2018-03-18,2019-06-20
6062,33494562,41654050,within an hour,100.0,False,Carmel Valley,2,True,True,Carmel Valley,Apartment,Private room,4,1.0,1,2,280.0,150.0,50.0,1,5,90,5,10,100,10,10,10,10,10,9,False,False,False,moderate,False,False,2015-08-16,2019-04-02,2019-08-04
6064,13397451,2798983,,,False,Little Italy,1,True,False,Little Italy,Condominium,Entire home/apt,4,1.0,1,1,349.0,200.0,100.0,2,4,14,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2012-07-01,2016-07-17,2016-07-17
6065,6322323,9508702,within an hour,67.0,False,,4,True,True,South Park,House,Entire home/apt,4,1.0,2,2,199.0,200.0,10.0,1,7,365,6,12,93,10,9,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-10-18,2016-05-23,2016-08-29
6066,17026257,82677978,,,False,Pacific Beach,1,True,False,Pacific Beach,House,Entire home/apt,4,2.0,2,2,199.0,250.0,90.0,1,7,365,4,8,100,10,10,10,10,10,10,False,False,False,moderate,False,False,2016-07-09,2017-03-18,2018-04-15
6068,19415865,1787339,within an hour,100.0,True,Park West,3,True,False,Park West,Other,Entire home/apt,4,1.0,0,3,275.0,,0.0,1,5,7,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2012-02-21,2017-07-24,2017-07-24
6069,7367089,3474589,,,False,,1,True,True,Midtown,Apartment,Entire home/apt,4,2.0,2,2,195.0,600.0,120.0,4,7,180,62,124,93,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2012-09-04,2015-07-19,2018-07-27
6071,17409130,3752828,within an hour,100.0,True,Horton Plaza,2,True,True,East Village,Loft,Entire home/apt,4,2.0,2,2,450.0,,,1,3,365,4,8,95,10,9,10,10,10,10,False,True,False,moderate,False,False,2012-10-04,2017-03-28,2019-02-27
6072,6869849,36000604,,,False,Gaslamp,1,True,True,Gaslamp,Apartment,Entire home/apt,4,2.0,2,2,425.0,700.0,75.0,1,3,1125,2,4,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-06-16,2015-07-14,2016-07-24
6074,17863877,102306868,within an hour,100.0,True,Carmel Valley,3,True,True,Carmel Valley,Apartment,Entire home/apt,4,2.0,2,2,90.0,100.0,120.0,1,14,1125,28,56,88,9,9,10,9,9,9,False,False,False,moderate,False,False,2016-11-03,2017-05-20,2019-06-19
6077,17825268,113240481,within an hour,100.0,False,Carmel Valley,1,True,False,Carmel Valley,House,Entire home/apt,4,2.0,2,2,250.0,100.0,150.0,4,5,1125,1,2,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2017-01-25,2019-08-08,2019-08-08
6080,19431949,136230709,within an hour,100.0,False,Mission Beach,4,True,False,Mission Beach,Apartment,Entire home/apt,4,2.0,2,4,175.0,200.0,100.0,4,7,1125,8,16,95,9,9,10,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2017-06-21,2017-07-29,2019-07-16
6081,21727627,64443919,within a few hours,95.0,False,Mission Beach,47,True,True,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,175.0,400.0,150.0,1,7,1125,7,14,100,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2016-03-25,2018-06-18,2018-10-02
6082,27674983,1028043,within an hour,91.0,False,Golden Hill,48,True,False,Pacific Beach,Apartment,Entire home/apt,4,1.0,1,1,175.0,100.0,65.0,2,7,1125,8,16,98,9,9,10,10,10,9,False,False,False,flexible,True,True,2011-08-27,2018-08-16,2019-05-31
6084,35740330,268844915,within an hour,100.0,False,Pacific Beach,1,True,False,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,175.0,125.0,125.0,1,7,7,5,10,96,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2019-06-15,2019-07-05,2019-08-03
6085,3051851,15537250,,,False,Mission Beach,1,True,True,Mission Beach,Condominium,Entire home/apt,4,2.0,2,3,301.0,,150.0,1,4,1125,14,28,90,10,9,9,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-05-14,2015-09-02,2019-04-22
6087,13657511,48892677,within an hour,82.0,False,East Village,5,True,False,East Village,Serviced apartment,Entire home/apt,4,2.0,2,2,600.0,250.0,80.0,1,2,1124,74,148,95,9,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-11-12,2016-07-25,2019-07-27
6088,21829305,159143477,within an hour,83.0,True,Pacific Beach,1,True,False,Pacific Beach,Condominium,Entire home/apt,4,2.0,2,2,300.0,500.0,180.0,1,4,15,44,88,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2017-11-17,2017-11-20,2019-08-04
6092,36111893,157179975,within an hour,100.0,False,Marina,1,True,False,Marina,Apartment,Entire home/apt,4,1.0,1,1,400.0,,,1,3,5,1,2,100,10,10,10,10,10,10,False,True,False,flexible,False,False,2017-11-02,2019-07-20,2019-07-20
6093,16084443,37425993,within an hour,100.0,False,Downtown,4,True,True,Park West,Serviced apartment,Entire home/apt,4,1.0,0,2,399.0,,,1,3,3,1,2,100,10,10,10,10,10,8,False,True,False,strict_14_with_grace_period,False,False,2015-07-03,2018-07-22,2018-07-22
6096,17253958,116267138,within an hour,100.0,True,Pacific Beach,2,True,False,Pacific Beach,Dome house,Entire home/apt,4,1.0,2,3,297.0,0.0,127.0,1,4,1125,71,142,97,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2017-02-13,2017-02-25,2019-07-21
6097,21199721,27268865,within an hour,98.0,True,Barrio Logan,16,True,False,Ocean Beach,House,Entire home/apt,4,3.0,3,3,295.0,0.0,200.0,1,4,30,53,106,96,10,10,10,10,10,9,False,False,False,super_strict_30,False,False,2015-02-05,2017-12-23,2019-07-28
6100,26806216,9911024,within an hour,100.0,False,Marina,9,True,True,East Village,Condominium,Entire home/apt,4,2.0,2,2,575.0,,,1,2,1125,1,2,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-11-09,2019-06-13,2019-06-13
6102,11752664,22456757,within an hour,100.0,True,La Jolla,1,True,False,La Jolla,Bungalow,Entire home/apt,4,1.0,1,1,285.0,1000.0,200.0,1,4,30,47,94,99,10,10,10,10,10,10,False,True,False,moderate,False,False,2014-10-12,2018-02-15,2019-08-09
6104,23374507,153429992,within an hour,100.0,True,Core-Columbia,3,True,False,Core-Columbia,Resort,Private room,4,1.0,1,2,375.0,0.0,0.0,1,3,14,5,10,100,10,10,10,10,10,9,False,False,False,moderate,False,False,2017-10-05,2018-05-09,2019-07-21
6105,26926812,53914411,within an hour,100.0,False,San Carlos,2,True,True,San Carlos,Townhouse,Entire home/apt,4,1.5,1,1,160.0,100.0,44.0,2,7,95,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-01-09,2019-07-22,2019-07-22
6106,35937669,3495380,within an hour,100.0,False,North Park,1,True,False,North Park,Apartment,Entire home/apt,4,1.0,2,2,160.0,500.0,100.0,1,7,1125,1,2,100,10,10,10,10,10,10,False,False,False,flexible,False,False,2012-09-06,2019-07-27,2019-07-27
6107,3294164,8055308,within a day,100.0,True,Pacific Beach,2,True,False,Pacific Beach,House,Entire home/apt,4,1.0,1,2,223.0,300.0,95.0,2,5,1125,26,52,95,10,9,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2013-08-09,2014-07-14,2019-08-01
6109,7933576,18097493,within a day,100.0,False,La Jolla,1,True,True,La Jolla,Other,Entire home/apt,4,1.0,1,2,275.0,300.0,100.0,2,4,1125,17,34,95,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-07-14,2016-10-05,2019-06-25
6110,9112328,47488383,within an hour,100.0,False,Cannes,2,True,True,La Jolla,Apartment,Entire home/apt,4,1.0,2,2,220.0,1500.0,135.0,1,5,30,20,40,100,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2015-10-26,2016-03-20,2019-07-13
6111,12908774,62899813,within a few hours,90.0,False,,1,True,False,East Village,Apartment,Entire home/apt,4,2.0,2,2,550.0,300.0,60.0,2,2,30,96,192,95,9,10,9,9,10,9,False,True,False,strict_14_with_grace_period,False,False,2016-03-14,2016-06-14,2019-07-14
6112,23271935,173227728,within an hour,100.0,False,Gaslamp,6,True,False,Gaslamp,Aparthotel,Private room,4,1.0,1,2,275.0,,,1,4,7,3,6,100,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2018-02-13,2018-07-22,2019-07-21
6113,26747630,9789510,,,False,University City,1,True,True,University City,Condominium,Entire home/apt,4,1.0,1,3,275.0,0.0,50.0,1,4,4,1,2,100,10,10,10,10,10,10,False,True,False,moderate,False,False,2013-11-03,2018-09-05,2018-09-05
6115,35406877,77490239,within a few hours,100.0,False,,2,True,False,Park West,Hotel,Private room,4,1.0,1,1,275.0,,,1,4,7,1,2,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-06-13,2019-07-21,2019-07-21
6116,35976314,21702489,within an hour,100.0,False,Core-Columbia,2,True,False,Core-Columbia,Loft,Entire home/apt,4,1.0,0,1,550.0,,50.0,1,2,1125,2,4,100,10,9,10,10,10,7,False,False,False,strict_14_with_grace_period,False,False,2014-09-23,2019-07-21,2019-08-11
6117,23807021,2772383,within a day,97.0,False,Mission Beach,18,True,False,Mission Beach,House,Entire home/apt,4,3.0,2,2,366.0,0.0,495.0,4,3,365,2,4,90,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2012-06-28,2018-04-08,2019-06-29
6118,597609,2919820,within an hour,100.0,True,La Jolla,3,True,True,La Jolla,Condominium,Entire home/apt,4,2.0,2,2,365.0,500.0,175.0,4,3,1125,34,68,99,10,10,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2012-07-12,2016-07-17,2019-08-06
6119,13602019,78663354,,,False,Mission Beach,1,True,True,Mission Beach,Apartment,Entire home/apt,4,1.0,1,3,267.0,300.0,165.0,2,4,90,6,12,93,10,9,10,10,10,10,False,False,False,moderate,False,False,2016-06-19,2016-09-11,2019-07-20
6120,18750055,766039,within an hour,100.0,True,Birdland,8,True,True,Birdland,Guest suite,Entire home/apt,4,2.0,2,2,265.0,400.0,210.0,4,4,7,5,10,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2011-07-01,2017-11-26,2018-07-08
6121,954165,1739742,within an hour,100.0,False,La Jolla,1,True,True,La Jolla,Condominium,Entire home/apt,4,2.0,1,1,150.0,250.0,125.0,2,7,90,3,6,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2012-02-12,2018-07-30,2019-07-01
6123,20770199,19286088,within a few hours,100.0,True,Ocean Beach,1,True,False,Ocean Beach,Condominium,Entire home/apt,4,2.0,2,2,350.0,600.0,130.0,4,3,1125,22,44,97,10,10,10,10,10,9,False,False,False,strict_14_with_grace_period,False,False,2014-08-01,2017-09-11,2019-06-27
6124,26924806,67266258,,,False,Hillcrest,1,True,False,Hillcrest,Cottage,Entire home/apt,4,1.0,2,2,350.0,100.0,50.0,1,3,7,3,6,100,10,10,10,10,10,10,False,True,False,moderate,False,False,2016-04-14,2018-07-26,2018-08-06
6126,27606770,208311081,within a few hours,100.0,True,La Jolla,2,True,False,La Jolla,Townhouse,Entire home/apt,4,2.5,2,3,150.0,500.0,175.0,2,7,1125,3,6,100,9,9,9,9,10,9,False,False,False,strict_14_with_grace_period,False,False,2018-08-08,2019-05-01,2019-08-10
6130,36042582,250621145,within an hour,100.0,False,La Jolla,1,True,False,La Jolla,Condominium,Entire home/apt,4,2.5,2,2,349.0,0.0,125.0,1,3,1125,3,6,100,9,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2019-03-23,2019-07-07,2019-08-10
6131,1212604,710122,within an hour,100.0,False,Sherman Heights,12,True,False,Sherman Heights,Apartment,Entire home/apt,4,2.0,2,2,149.0,100.0,89.0,2,7,365,3,6,100,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2011-06-16,2014-06-20,2019-07-06
6132,3251071,9624153,within an hour,100.0,False,Mission Beach,42,True,True,Mission Beach,Apartment,Entire home/apt,4,2.0,2,2,345.0,500.0,200.0,1,3,1125,2,4,90,9,10,10,10,9,9,False,True,False,strict_14_with_grace_period,False,False,2013-10-25,2016-07-17,2017-07-06
6133,24496370,126644161,within an hour,99.0,False,Mission Beach,287,True,False,Mission Beach,Condominium,Entire home/apt,4,1.0,1,1,345.0,,97.0,1,3,1125,1,2,60,6,6,10,8,10,8,False,True,False,strict_14_with_grace_period,False,False,2017-04-19,2018-07-16,2018-07-16
6134,14919723,53213600,within an hour,100.0,True,Pacific Beach,3,True,False,Pacific Beach,Condominium,Entire home/apt,4,1.0,1,2,170.0,300.0,175.0,1,6,28,63,126,99,10,10,10,10,10,10,False,True,False,strict_14_with_grace_period,False,False,2016-01-03,2016-09-30,2019-08-17
6136,5601827,29041927,,,False,Pacific Beach,1,True,False,Pacific Beach,House,Entire home/apt,4,2.5,2,2,250.0,1000.0,200.0,2,4,1125,2,4,100,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2015-03-09,2017-10-15,2017-12-27
6137,6130536,22212827,within a few hours,100.0,False,Mission Beach,16,True,True,Mission Beach,Condominium,Entire home/apt,4,1.0,2,3,250.0,0.0,240.0,1,4,1125,30,60,88,9,8,10,10,10,9,False,True,False,strict_14_with_grace_period,False,False,2014-10-06,2015-06-13,2019-08-02
6138,12871883,8959661,within an hour,100.0,True,Pacific Beach,19,True,True,Mission Beach,Cottage,Entire home/apt,4,1.0,2,3,250.0,400.0,130.0,2,4,28,95,190,96,10,10,10,10,10,10,False,False,False,strict_14_with_grace_period,False,False,2013-09-20,2016-05-16,2019-07-19
